split,image,word_count,named_feature_count,heuristic_quality_flags,caption_mentions_water,caption_mentions_green,caption_mentions_road,caption_has_relation,blue_ratio,green_ratio,dark_ratio,bright_low_sat_ratio,edge_mean,proxy_issues,proxy_strengths,review_severity,proxy_fidelity_score,description
MGEval,16_2462.jpg,59,6,,True,True,True,True,0.0244,0.9086,0.0,0.0544,10.431,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of land with a road labeled ""Seneca Dr NE"" running vertically. To the left of the road is a waterway labeled ""Indian Creek."" There is a point of interest marked as ""English Springer Spaniel Breeding and..."" located near Seneca Dr NE. The area appears to be primarily green, indicating open or undeveloped land."
MGEval,16_2479.jpg,55,3,,True,True,True,True,0.0366,0.9127,0.0,0.0469,7.505,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of Edwardsville Galena Road running vertically. To the right of the road is Timbers Drive, which intersects with it. On the left side of Edwardsville Galena Road, there is a small, elongated body of water. The surrounding area is depicted in green, indicating a likely natural or undeveloped region."
MGEval,16_2493.jpg,56,3,,True,True,True,True,0.0159,0.9262,0.0,0.0625,8.088,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a rural area with a road labeled ""Binford Rd"" running horizontally. There are small bodies of water visible in the lower left and upper left corners. A location labeled ""Ridgeview Animal Clinic"" is situated near the top right. The surrounding area is predominantly green, indicating open or undeveloped land."
MGEval,16_2527.jpg,56,3,,False,False,True,True,0.1422,0.0035,0.0,0.8355,11.269,possible_water_omission,named_feature_present;spatial_relation_present;green_signal_consistent,medium,0.920,"The google map shows a section of land with a waterway on the right side. A road labeled ""Port Rd"" runs parallel to the waterway. There is a marked location labeled ""Consolidated Grain and Barge Co"" near the road. The map includes some linear features, possibly representing rail lines, running parallel to the road and waterway."
MGEval,16_2574.jpg,59,2,,True,True,True,True,0.0261,0.892,0.0,0.0824,7.945,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a road labeled ""1818"" running horizontally. Near the road, there is a location marked ""Zion Hill Events"" with an icon indicating an event venue. There are small bodies of water depicted in blue to the north and southwest of the road. The surrounding area is shaded in green, indicating land or vegetation."
MGEval,16_2666.jpg,74,1,,True,True,False,True,0.0107,0.6404,0.0,0.3487,6.552,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a light green area indicating a natural or park region, with a blue line representing a river or stream running through it. There are several gray lines depicting roads or pathways. A labeled point, ""Eric Roland,"" is marked with a location pin in the lower central part of the map. The spatial relationship shows the river flowing from the upper right to the lower left, with roads intersecting the area."
MGEval,16_2703.jpg,40,1,,False,True,True,True,0.0026,0.9353,0.0,0.0618,7.126,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a road network. W Mt Zion Rd intersects with Rte 2858 and continues towards a junction with road 1818. The area surrounding the roads is shaded in green, indicating open or undeveloped land."
MGEval,16_2721.jpg,56,1,,True,True,True,True,0.0121,0.953,0.0,0.0388,6.314,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a light green area with a small blue shape, likely representing a body of water, located near a curved gray line, which may indicate a road or path. The label ""Taylor Cattle Farm"" is positioned near the top of the map, with a marker indicating its location close to the gray line."
MGEval,16_2728.jpg,54,3,,True,True,True,True,0.0599,0.9043,0.0,0.0213,8.096,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a geographic area featuring a creek labeled ""Indian Creek"" running in a generally north-south direction. A road labeled ""64"" crosses the creek horizontally. Another road, ""Cabin Ridge NE,"" runs vertically and intersects with road 64. The surrounding area is shaded in green, indicating land or vegetation."
MGEval,16_2902.jpg,63,1,,False,True,True,True,0.0824,0.8577,0.0,0.0522,9.47,possible_water_omission,named_feature_present;spatial_relation_present;green_signal_consistent,medium,0.920,"The google map shows a light green area with two parallel blue lines at the top, likely representing a road or railway. Below these lines, there is a label ""Magic irrigation time"" with a marker. A light gray line runs horizontally near the label, possibly indicating a path or smaller road. Another gray line branches off to the right, forming a rectangular shape."
MGEval,16_308.jpg,51,2,,True,True,True,True,0.0472,0.9078,0.0,0.0359,6.17,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of Allentown Road running horizontally. There are two small bodies of water, one near the center and another larger one to the right. The area is surrounded by light green, indicating land or open space. There are a few intersecting roads branching off Allentown Road."
MGEval,16_3289.jpg,57,5,,True,True,True,True,0.0477,0.874,0.0,0.0746,8.235,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section where Aiken Road and Hebron Road intersect. There are two small bodies of water nearby, one to the northwest and another to the southeast. A location labeled ""SmartGrass"" is situated along Aiken Road, near the intersection with Hebron Road. The surrounding area appears to be green, indicating vegetation or open land."
MGEval,16_3323.jpg,60,1,,True,True,True,True,0.0314,0.9181,0.0,0.0452,7.899,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a light green area with a small blue body of water in the upper right section. A road runs horizontally across the map, labeled ""Dulcimer Chautaugua On,"" with an icon indicating a point of interest. A thin blue line, possibly a stream or river, runs parallel to the road in the lower part of the map."
MGEval,16_342.jpg,62,3,,True,True,True,True,0.0067,0.9419,0.0,0.0558,6.491,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a road network with two main roads: St John Rd and Kruer Rd. St John Rd runs horizontally, intersecting with Kruer Rd, which runs vertically. The surrounding area is shaded in light green, indicating open or undeveloped land. There is a small blue area in the bottom right corner, possibly representing a body of water."
MGEval,16_3479.jpg,49,3,,True,False,False,True,0.7853,0.1573,0.0,0.0558,8.592,,named_feature_present;spatial_relation_present;water_signal_consistent,low,1.000,"The google map shows a section of the Ohio River, with a parking area labeled ""Ohio River Greenway Parking"" located to the north of the river. The river flows horizontally across the map. There are some roads and pathways visible near the parking area, indicating infrastructure along the riverbank."
MGEval,16_357.jpg,60,2,,False,True,True,True,0.087,0.8724,0.0,0.0164,7.274,possible_water_omission,named_feature_present;spatial_relation_present;green_signal_consistent,medium,0.920,"The google map shows a section of a light green area with a blue line labeled ""Elk Run"" running diagonally from the southwest to the northeast. To the right, there is a vertical gray line representing a highway, labeled ""I-65."" There are also a few faint gray lines indicating smaller roads or paths to the left of Elk Run."
MGEval,16_360.jpg,62,4,,True,True,True,True,0.0692,0.8525,0.0,0.0689,8.965,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a geographic area with a north-south road labeled ""31"" on the left side. A smaller road, ""Weber Rd,"" intersects with this main road. A waterway named ""Silver Creek"" runs horizontally across the map, crossing under the main road. The area is depicted with light green shading, indicating land, and blue lines for the creek."
MGEval,16_446.jpg,49,3,,False,True,True,True,0.0026,0.9473,0.0,0.0505,6.808,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows two roads: Atkins Rd and Wieska Knob Rd. Atkins Rd runs horizontally near the top of the map with a slight curve, while Wieska Knob Rd runs horizontally across the middle. The roads are set against a green background, indicating a rural or undeveloped area."
MGEval,16_491.jpg,70,7,,True,True,True,True,0.0111,0.9291,0.0,0.059,7.563,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a road network with three main roads: Head Rd, Engle Rd, and Scottsville Rd. Head Rd runs horizontally, intersecting with Engle Rd, which runs vertically. Scottsville Rd is positioned to the right, running vertically and parallel to Engle Rd. There are small bodies of water located to the right of Scottsville Rd. The area is depicted with a light green background, indicating land."
MGEval,16_494.jpg,57,3,,True,True,True,True,0.0056,0.9632,0.0,0.0359,5.523,,named_feature_present;spatial_relation_present;green_signal_consistent,low,1.000,"The google map shows a section of a road labeled ""Starlight Rd"" running vertically. There are a few smaller roads branching off to the right. A small blue area, possibly representing a body of water, is located to the left of Starlight Rd. The surrounding area is shaded in light green, indicating open space or undeveloped land."
MGEval,16_510.jpg,62,2,,True,True,True,True,0.0057,0.9316,0.0,0.0684,6.388,,named_feature_present;spatial_relation_present;green_signal_consistent,low,1.000,"The google map shows a section of Grant Line Road running vertically on the left side. There is a small body of water, possibly a pond, located to the left of the road. Several thin lines, likely representing smaller roads or paths, intersect the area, with one crossing Grant Line Road. The background is a light green, indicating open or undeveloped land."
MGEval,16_512.jpg,52,3,,False,True,False,True,0.0111,0.7406,0.0,0.2456,9.198,,named_feature_present;spatial_relation_present;green_signal_consistent,low,1.000,"The google map shows a location labeled ""Epoxy artful countertops"" near Honeysuckle Way. There are roads depicted, with Honeysuckle Way running diagonally from the top left to the bottom center. A small waterway is visible at the bottom of the map. The surrounding area is shaded green, indicating vegetation or open space."
MGEval,16_54.jpg,60,3,,True,True,True,True,0.0119,0.9347,0.0,0.0424,7.617,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a rural area with two roads: Wilson Switch Rd running vertically and Roy Jackson Ln intersecting it horizontally near the top. There is a small body of water to the left of Wilson Switch Rd and a curving waterway to the right. The surrounding area is predominantly green, indicating vegetation or open land."
MGEval,16_620.jpg,58,4,,True,True,True,True,0.0159,0.8954,0.0,0.0793,10.325,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a location marked as ""Mountain Produce"" at the intersection of Banet Rd and Emmons Ln. Fosskuhl Rd runs parallel to Emmons Ln. A blue line, likely representing a river or stream, runs near the right side of the map, curving around the area. The map background is green, indicating a rural or natural setting."
MGEval,16_706.jpg,59,1,,True,True,True,True,0.0128,0.9345,0.0,0.0618,7.268,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a light green area with two small blue shapes, likely representing bodies of water. In the upper part of the map, there is a label for ""The Pumpkin Shed,"" which is marked as temporarily closed. The map includes a light gray line, possibly indicating a road or path, running diagonally in the upper right corner."
MGEval,16_707.jpg,65,3,,True,True,True,True,0.0477,0.1155,0.0,0.8313,10.122,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a road labeled ""60"" running diagonally from the bottom left to the top right. Another road, ""Poindexter Ln,"" intersects with it. There is a small blue area, possibly indicating water, near the intersection. A green area is visible on the left side, suggesting a park or forested region. A location marked ""Summer Crawford Design"" is near the intersection."
MGEval,16_844.jpg,53,4,,False,True,True,True,0.0027,0.9537,0.0,0.0453,6.915,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows two roads, Fairview Knob Rd and N Skyline Dr, intersecting in a green area. The roads are depicted as light gray lines, with Fairview Knob Rd running horizontally and N Skyline Dr approaching from the bottom left. The surrounding area is shaded green, indicating a natural or undeveloped region."
MGEval,16_875.jpg,48,2,,True,True,True,True,0.0069,0.7592,0.0,0.2347,7.316,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a location labeled ""Dailey Cemetery"" situated near River Ridge Road. The area is predominantly green, indicating a natural or undeveloped region. There is a small body of water visible in the lower left corner. The roads appear to be curving, suggesting a rural setting."
MGEval,16_939.jpg,69,4,,True,True,True,True,0.0188,0.9333,0.0,0.0363,6.564,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of an area with a road labeled ""King Rd"" running diagonally from the top left to the bottom center. To the right of the road is a waterway labeled ""Pleasant Run,"" which curves from the top right to the bottom center. There is a small body of water located to the left of King Rd. The background is a light green, indicating land."
MGEval,16_943.jpg,76,2,,False,True,True,True,0.0,0.2288,0.0,0.7721,6.88,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The map shows an intersection of two roads: Charlestown-Jeffersonville Pike and Salem-Noble Rd. The roads intersect at an angle, with Charlestown-Jeffersonville Pike running from the southwest to the northeast , and Salem-Noble Rd running diagonally from the northwest to the southeast. There is a green area in the northwest corner, indicating a possible park or wooded area. The rest of the map is a light beige color, suggesting open land or developed areas."
MGEval,16_983.jpg,41,4,,False,True,True,True,0.0033,0.9371,0.0,0.0672,7.953,,named_feature_present;spatial_relation_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a location marked as ""Homestead Ag Supply"" situated near a road labeled ""Stiller Rd."" The area appears to be predominantly green, indicating open or rural land. The marked location is positioned to the west of Stiller Rd."
MapTrain,16_12.jpg,38,2,no_direction_or_relation;generic_no_feature_claim,True,True,False,False,0.7881,0.2075,0.0,0.0,4.663,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a water body labeled ""Scotts Creek"" in blue. Surrounding the creek are areas of light green, indicating land. The creek appears to flow through the land, with no additional geographic features or labels visible."
MapTrain,16_136.jpg,47,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0057,0.9737,0.0,0.0237,5.654,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of Thompson Mill Road, which runs diagonally from the northeast to the southwest. The surrounding area is shaded in light green, indicating a likely rural or undeveloped region. There are no additional geographic entities or landmarks visible on this map segment."
MapTrain,16_159.jpg,53,1,no_direction_or_relation;generic_no_feature_claim,True,False,True,False,0.7613,0.0,0.0,0.9917,6.78,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a location marked as ""Silva Guard Inc."" It is situated near a linear feature, possibly a road or a boundary, which runs diagonally across the map. The background is light blue, suggesting a water body or a specific map layer. There are no additional geographic entities or labels visible."
MapTrain,16_166.jpg,54,0,no_named_feature;no_direction_or_relation,False,True,True,False,0.0055,0.8741,0.0,0.105,10.268,road_caption_lacks_relation,water_signal_consistent;green_signal_consistent,medium,0.820,"The google map shows a section of a road with two notable locations. The Marblehead Chowder House NJ is situated near the road, marked with a dining icon. Nearby, the Bryan Animal Hospital is also indicated, located slightly to the northwest of the chowder house. The background is green, suggesting a non-urban area."
MapTrain,16_168.jpg,55,0,no_named_feature;generic_no_feature_claim,False,True,False,True,0.0176,0.9733,0.0,0.0,5.543,generic_no_feature_claim_needs_visual_review,spatial_relation_present;green_signal_consistent,medium,0.870,"The google map shows a section of Manalapan Brook, which flows vertically from the top to the bottom of the image. The brook is depicted in blue, indicating a waterway. The surrounding area is shaded in light green, suggesting land or vegetation. There are no additional geographic entities or labels visible on this map section."
MapTrain,16_202.jpg,44,2,no_direction_or_relation;generic_no_feature_claim,False,True,False,False,0.0271,0.9611,0.0,0.0,5.676,possible_water_omission;generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.690,"The google map shows a light green area with a blue line labeled ""Sunken Branch,"" indicating a waterway. The waterway has a few curves and branches off into smaller streams. The surrounding area appears to be relatively flat, with no additional geographic features marked."
MapTrain,16_212.jpg,43,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0043,0.9693,0.0,0.0297,5.453,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of Penns Park Road, which runs horizontally across the image. The surrounding area is shaded in green, indicating a likely rural or undeveloped region. There are no additional geographic entities or landmarks visible on this map segment."
MapTrain,16_216.jpg,54,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0197,0.8462,0.0,0.1281,7.349,generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.870,"The google map shows a section of land featuring Cranbury Brook, which flows diagonally from the northwest to the southeast. Dugans Grove Road runs parallel to the brook on the eastern side. The surrounding area is shaded green, indicating a natural or park-like environment. There are no additional geographic entities or labels visible."
MapTrain,16_23.jpg,43,2,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0307,0.9485,0.0,0.0204,5.221,possible_water_omission;generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.690,"The google map shows a section of ""Hill Rd"" running horizontally. A blue line, likely representing a waterway, runs parallel and slightly above the road. The background is light green, indicating a land area. There are no additional geographic entities or labels visible."
MapTrain,16_257.jpg,64,0,no_named_feature;no_direction_or_relation,True,True,True,False,0.149,0.5833,0.0,0.257,11.987,road_caption_lacks_relation,water_signal_consistent;green_signal_consistent,medium,0.820,"The google map shows a section of a road network with a major highway running vertically through the center. The Mercer County Bar Association is marked along this highway. To the southwest, Miry Run is labeled, indicating a nearby water feature. The map includes surrounding green areas, suggesting parks or undeveloped land. The highway has multiple lanes and exits, indicating a significant transportation route."
MapTrain,16_31.jpg,43,1,no_direction_or_relation;generic_no_feature_claim,True,True,False,False,0.273,0.717,0.0,0.0,6.019,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of the Schuylkill River, depicted in blue, flowing horizontally across the image. The surrounding area is shaded in light green, indicating land. There are no additional geographic entities or labels visible in this section of the map."
MapTrain,16_331.jpg,36,2,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0052,0.9826,0.0,0.0151,5.056,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a road labeled ""Carriage Way"" running diagonally across the image. The surrounding area is shaded in green, indicating a natural or park area. There are no additional geographic entities or labels visible."
MapTrain,16_348.jpg,34,1,no_direction_or_relation;generic_no_feature_claim,False,False,False,False,0.0411,0.007,0.0,0.9537,7.5,possible_water_omission;generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.690,"The google map shows a location labeled ""Corkum Tree Farm."" There are light blue lines indicating roads or pathways surrounding the area. The map is minimalistic, with no additional geographic features or landmarks visible."
MapTrain,16_35.jpg,43,1,no_direction_or_relation;generic_no_feature_claim,False,True,False,False,0.016,0.9451,0.0019,0.0325,6.773,generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.870,"The google map shows an area labeled ""Money Island."" A blue line, likely representing a waterway, runs vertically through the map. The surrounding area is shaded in light green, indicating land. The map is simple, with no additional geographic features or labels visible."
MapTrain,16_36.jpg,47,0,no_named_feature;no_direction_or_relation,True,True,False,False,0.8203,0.1464,0.0003,0.0156,7.475,,water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of a water body with a dashed line indicating a boundary between Pennsylvania and New Jersey. The land area is shaded in light green, while the water is in blue. The boundary line runs through the water, separating the two states."
MapTrain,16_362.jpg,43,0,no_named_feature;no_direction_or_relation,False,True,True,False,0.0054,0.9646,0.0,0.0509,9.503,road_caption_lacks_relation,water_signal_consistent;green_signal_consistent,medium,0.820,"The google map shows the location of the Commonwealth National Golf Club. It features a road network with a roundabout near the golf club. The area is predominantly green, indicating open spaces or parkland. The golf club is centrally located within the map."
MapTrain,16_373.jpg,46,2,no_direction_or_relation;generic_no_feature_claim,False,False,True,False,0.0095,0.4052,0.0,0.5568,11.901,possible_green_omission;generic_no_feature_claim_needs_visual_review;road_caption_lacks_relation,named_feature_present,high,0.510,"The google map shows a section of Adelphia-Farmingdale Road, which runs horizontally across the image. There is a marked location for ""Our House Restaurant and Banquet Facility"" near the road. The surrounding area includes some roads and open spaces, with no additional geographic entities labeled."
MapTrain,16_385.jpg,51,4,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0071,0.9534,0.0,0.0461,6.347,generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.870,"The google map shows two roads: Hawks Nest Ln and Hollow Rd. Hawks Nest Ln runs horizontally, while Hollow Rd runs vertically and intersects with Hawks Nest Ln. The surrounding area is shaded in light green, indicating a natural or undeveloped area. There are no additional geographic entities or landmarks visible."
MapTrain,16_467.jpg,42,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0078,0.9535,0.0,0.0415,6.525,generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.870,"The google map shows a section of Allentown Lakewood Road running horizontally across the image. The surrounding area is shaded in light green, indicating open space or undeveloped land. There are no additional geographic entities or landmarks visible on this map segment."
MapTrain,16_478.jpg,43,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0074,0.9716,0.0,0.0265,5.494,generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.870,"The google map shows a section of Emleys Hill Road, which runs horizontally across the image. The surrounding area is shaded in light green, indicating a natural or undeveloped region. There are no additional geographic entities or landmarks visible on this map segment."
MapTrain,16_489.jpg,37,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0017,0.9632,0.0,0.0343,5.567,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of Herbertsville Road running vertically through a green area, which likely represents a park or forested region. The road is the main feature, with no additional geographic entities or labels visible."
MapTrain,16_5.jpg,40,2,no_direction_or_relation;generic_no_feature_claim,True,False,False,False,0.9738,0.0249,0.0,0.0,4.269,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a body of water labeled ""Scotts Creek."" The surrounding area is primarily water, with some land visible at the edges. The map is focused on the creek itself, with no additional geographic features or landmarks indicated."
MapTrain,16_54.jpg,64,2,no_direction_or_relation;generic_no_feature_claim,True,True,True,False,0.1139,0.8611,0.0,0.0111,8.325,generic_no_feature_claim_needs_visual_review;road_caption_lacks_relation,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.690,"The google map shows a section of land featuring Neshaminy Creek, which flows in a generally southeast direction. Above the creek, there is a road labeled ""Rte 202"" running horizontally across the map. The surrounding area is shaded in light green, indicating land, with the creek depicted in blue. There are no additional geographic entities or labels visible in this section of the map."
MapTrain,16_56.jpg,64,0,no_named_feature;no_direction_or_relation,False,True,False,False,0.0203,0.9039,0.0,0.0765,9.076,,green_signal_consistent,low,1.000,"The google map shows a section of the Philadelphia Cricket Club - Militia Hill Course. It features a light green area representing the golf course, with a blue line indicating a waterway running through it. The course is marked with a location pin. The surrounding area is also green, suggesting open or undeveloped land. There are no visible roads or urban structures in this section."
MapTrain,16_574.jpg,60,1,no_direction_or_relation;generic_no_feature_claim,True,True,False,False,0.0518,0.925,0.0,0.0127,6.723,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of Del Puerto Creek, which flows in a generally curved path from the northwest to the southeast. The creek is depicted in blue, indicating a water feature. The surrounding area is shaded in light green, suggesting land or terrain. There are no additional geographic entities or labels visible in this section of the map."
MapTrain,16_58.jpg,48,0,no_named_feature;no_direction_or_relation,False,True,False,False,0.0217,0.9447,0.0,0.0273,7.614,,green_signal_consistent,low,1.000,"The google map shows a section of land featuring Haystack Brook, which flows horizontally across the upper part of the map. Below the brook, there is a location marked as Utopia Horse Farm. The area is depicted with a light green background, indicating a natural or rural setting."
MapTrain,16_587.jpg,61,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0459,0.9161,0.0001,0.0446,7.746,possible_water_omission;generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.690,"The google map shows a section of Del Puerto Canyon Road, which runs horizontally across the image. The road is depicted in blue, indicating its path through a light green area, which likely represents surrounding land or terrain. The road has a slight curve, suggesting a winding route. There are no additional geographic entities or labels visible on this map section."
MapTrain,16_601.jpg,45,0,no_named_feature;no_direction_or_relation,False,True,True,False,0.0671,0.9035,0.0001,0.0229,8.74,possible_water_omission;road_caption_lacks_relation,green_signal_consistent,medium,0.640,"The google map shows a section of the Robert T. Monagan Freeway, which runs horizontally across the image. There is a thin, light blue line intersecting the freeway, possibly indicating a waterway or road. The background is a light green, suggesting a general land area."
MapTrain,16_609.jpg,36,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0024,0.9573,0.0,0.0417,5.865,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of Norris Canyon Road, which curves through a green area, indicating a natural or undeveloped region. The road is the primary feature, with no additional geographic entities or landmarks visible."
MapTrain,16_620.jpg,42,1,no_direction_or_relation;generic_no_feature_claim,True,False,False,False,0.028,0.0,0.0,0.9766,5.681,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of Isabel Creek, depicted as a blue line running horizontally across the image. The surrounding area is a light beige color, indicating land. There are no additional geographic entities or labels visible on this map section."
MapTrain,16_630.jpg,41,2,no_direction_or_relation;generic_no_feature_claim,True,True,True,False,0.0922,0.0,0.0,0.9015,5.431,green_mention_low_green_signal;generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent,medium,0.690,"The google map shows a section of a river running vertically through the center. A road labeled ""Shiells Rd"" crosses the river horizontally. The surrounding area appears to be open land or rural, with no additional geographic entities or features marked."
MapTrain,16_634.jpg,49,0,no_named_feature;no_direction_or_relation,False,True,False,False,0.0087,0.2015,0.0,0.7868,9.823,,green_signal_consistent,low,1.000,"The google map shows a network of roads in a residential area. Key roads include Via Valverde, Via Belmonte, Via Portada, Via Granja, and Via Laguna. The roads are arranged in a curvilinear pattern, with some intersections. The area is surrounded by green spaces, indicating parks or undeveloped land."
MapTrain,16_647.jpg,56,2,no_direction_or_relation;generic_no_feature_claim,True,False,True,False,0.0071,0.0,0.0,0.9907,7.408,,named_feature_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a location labeled ""Silver Creek Self Storage."" There are several roads depicted, with one road curving around the area near the label. The map background is a light color, and the roads are marked with thin lines. There are no additional geographic features or labels visible in this section of the map."
MapTrain,16_652.jpg,46,1,no_direction_or_relation;generic_no_feature_claim,False,True,True,False,0.0004,0.9805,0.0,0.0183,5.401,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows a section of San Antonio Valley Road, which runs vertically through the center of the image. The surrounding area is shaded in green, indicating a natural or rural landscape. There are no additional geographic entities or landmarks visible on this map section."
MapTrain,16_683.jpg,46,1,no_direction_or_relation;generic_no_feature_claim,False,True,False,False,0.0398,0.9188,0.0,0.0574,9.103,possible_water_omission;generic_no_feature_claim_needs_visual_review,named_feature_present;green_signal_consistent,medium,0.690,"The google map shows a location labeled ""WM - Guadalupe Rubbish Disposal Facility."" It is situated among several intersecting roads. The surrounding area is shaded in green, indicating open or undeveloped land. There are no additional geographic entities or landmarks visible in this section of the map."
MapTrain,16_701.jpg,46,1,no_direction_or_relation;generic_no_feature_claim,False,True,False,False,0.0008,0.9985,0.0,0.0054,5.775,generic_no_feature_claim_needs_visual_review,named_feature_present;water_signal_consistent;green_signal_consistent,medium,0.870,"The google map shows an area labeled ""Middle Ridge."" It features a dashed line indicating a boundary or path running through the region. The map background is shaded in light green, suggesting a natural or rural area. There are no additional geographic entities or landmarks visible."
MapTrain,16_709.jpg,45,1,no_direction_or_relation;generic_no_feature_claim,False,False,True,False,0.0048,0.0,0.0,0.9945,6.459,,named_feature_present;water_signal_consistent;green_signal_consistent,low,1.000,"The google map shows a section of Collier Canyon Road, which runs vertically through the center. There are a few intersecting roads branching off horizontally. The background is a light beige color, indicating a non-urban area. No additional geographic features or labels are present."
MapTrain,16_714.jpg,52,0,no_named_feature;no_direction_or_relation,True,True,True,False,0.0049,0.915,0.0,0.0927,7.372,,green_signal_consistent,low,1.000,"The google map shows the Brushy Peak Regional Preserve, which is highlighted in green. There are two small blue areas within the preserve, indicating bodies of water. A light purple line runs through the area, suggesting a road or trail. The surrounding area is also green, indicating a natural or undeveloped region."
