split,row_index,image,description,word_count,named_feature_count,generic_no_feature_claim,image_exists,width,height,mode,bytes,mentions_road,mentions_intersection,mentions_water,mentions_green_area,mentions_building_poi,mentions_label,mentions_direction,heuristic_quality_flags
MapTrain,131,16_250.jpg,"The google map shows a location labeled ""Lawrenceville Solar Farm."" There is a light blue line representing a waterway running diagonally across the map. The surrounding area is shaded in light green, indicating land or vegetation.",36,1,False,True,1024,1024,RGB,41050,False,False,False,True,False,True,False,no_direction_or_relation
MapTrain,132,16_252.jpg,"The google map shows a section of a road network with two labeled streets: Anna Street and Honora Street. Anna Street runs horizontally, while Honora Street intersects it vertically. The map includes additional, unnamed roads and pathways, depicted with light lines, indicating a residential or urban area.",47,3,False,True,1024,1024,RGB,35106,True,False,False,False,False,True,False,no_direction_or_relation
MapTrain,133,16_253.jpg,"The google map shows a network of roads, including Elbow Ln, Greensward N, Sovereign Dr, Fairway Terrace, and Golf Dr. PROMPT Shipping Software is marked at the intersection of Elbow Ln and Greensward N. The roads form a grid-like pattern, with some roads running parallel and others intersecting.",49,4,False,True,1024,1024,RGB,75589,True,False,False,False,False,False,False,no_direction_or_relation
MapTrain,134,16_254.jpg,"The google map shows a small area with several roads and a park. Key roads include Brook Lane, Turkey Trot Road, and Heritage Drive. Pollinator Park is located near the intersection of Brook Lane and Turkey Trot Road. The roads form a network with some branching paths.",47,5,False,True,1024,1024,RGB,67085,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,135,16_255.jpg,"The google map shows a network of roads, including School House Lane, Grakelow Drive, and Clearview Drive. These roads intersect and connect in a suburban or residential area. There is a green area, possibly indicating a park or wooded region, located to the southwest of School House Lane.",48,4,False,True,1024,1024,RGB,56392,True,True,False,True,True,False,False,
MapTrain,136,16_256.jpg,"The google map shows a loop formed by Brentwood Road, with a location marked as ""Kevin Cauley CPA"" situated along it. Brentwood Road connects to another road at the top left. There is a green area, possibly indicating a park or natural space, to the southeast, and a blue line, likely representing a river or stream, running parallel to the green area.",62,3,False,True,1024,1024,RGB,61759,True,False,True,True,False,False,True,
MapTrain,137,16_257.jpg,"The google map shows a section of a road network with a major highway running vertically through the center. The Mercer County Bar Association is marked along this highway. To the southwest, Miry Run is labeled, indicating a nearby water feature. The map includes surrounding green areas, suggesting parks or undeveloped land. The highway has multiple lanes and exits, indicating a significant transportation route.",64,0,False,True,1024,1024,RGB,80722,True,False,True,True,False,True,False,no_named_feature;no_direction_or_relation
MapTrain,138,16_258.jpg,"The google map shows a section of an area with a road labeled ""Prodelin Way"" running diagonally from the northwest to the southeast. There is a blue line indicating a water feature, such as a stream or creek, that curves across the map. The background is shaded in light green, suggesting a natural or undeveloped area.",56,2,False,True,1024,1024,RGB,38825,True,False,True,True,False,True,False,no_direction_or_relation
MapTrain,139,16_259.jpg,"The google map shows a network of roads in a lightly populated area. Miller Rd runs horizontally across the top, intersecting with Eagleview Ln. Meyers Rd is located at the bottom left, connecting to Markley Rd and Ott Rd. Ott Rd extends northward, intersecting with Miller Rd. The area appears to be surrounded by green space, indicating possible vegetation or parkland.",61,5,False,True,1024,1024,RGB,63368,True,False,False,True,False,False,True,
MapTrain,140,16_26.jpg,"The google map shows a section of a road network. Freehold Road runs horizontally across the map. Kingfisher Court intersects with Freehold Road from the south. A blue line, likely representing a river or stream, runs vertically to the west of Freehold Road. The area is shaded in light green, possibly indicating a park or undeveloped land. A small road labeled ""638"" is also visible, intersecting with Freehold Road.",69,6,False,True,1024,1024,RGB,47208,True,False,True,True,False,True,True,
MapTrain,141,16_260.jpg,"The google map shows a section of the Millstone River flowing in a curved path. To the northeast of the river is John White Road, which runs in a generally straight direction. The river and the road are in close proximity, with the road running parallel to the river at certain points.",52,2,False,True,1024,1024,RGB,46414,True,False,True,False,False,False,False,no_direction_or_relation
MapTrain,142,16_261.jpg,"The google map shows a location marked as ""JSW Solutions"" with a pinpoint indicator. There is a small blue body of water nearby. The map includes a few roads, with one curving near the marked location. The area appears to be relatively open with minimal additional geographic features visible.",49,1,False,True,1024,1024,RGB,35623,False,False,True,False,False,False,False,no_direction_or_relation
MapTrain,143,16_262.jpg,"The google map shows a section of an area with Nebraska Ave running diagonally. ""The Silicon Review"" is located near the top left, and ""Mario's Pizza"" is marked with a dining icon along the same road. There are some light blue lines indicating roads or paths, and a green area suggesting a park or open space.",57,3,False,True,1024,1024,RGB,80755,True,False,False,True,True,False,True,
MapTrain,144,16_263.jpg,"The google map shows a body of water labeled ""Miry Run"" with a smaller landmass labeled ""Little Island"" within it. The island is marked with a tree icon, indicating a natural feature or park. The water surrounds the island, suggesting it is part of a larger water system.",48,2,False,True,1024,1024,RGB,48067,False,False,True,True,True,True,False,no_direction_or_relation
MapTrain,145,16_264.jpg,"The google map shows a light green area with a road labeled ""526"" running vertically. There are two smaller intersecting roads branching off from the main road. A location marked ""FunFlatables Party Rentals"" is situated near the bottom of the map, close to the main road.",46,2,False,True,1024,1024,RGB,44649,True,False,False,True,False,True,True,
MapTrain,146,16_265.jpg,"The google map shows a section where Etra Perrineville Road intersects with Feldsher Road. The roads form a T-junction, with Etra Perrineville Road running vertically and Feldsher Road branching off horizontally. The surrounding area is shaded in light green, indicating open space or undeveloped land.",46,4,False,True,1024,1024,RGB,39242,True,True,False,True,False,False,False,
MapTrain,147,16_266.jpg,"The google map shows an area labeled ""Etra Rd Open Space."" It features several blue lines that likely represent waterways or roads. The surrounding area is shaded in green, indicating open space or parkland. The map does not display any additional geographic entities or detailed spatial relationships.",47,2,False,True,1024,1024,RGB,41056,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,148,16_268.jpg,"The google map shows a section of a road network. Brickyard Rd runs diagonally from the northwest to the southeast. Perimeter Rd intersects Brickyard Rd from the west. A location labeled ""Pine Tree Landscape Systems"" is situated near Brickyard Rd. The surrounding area appears to be predominantly green, indicating open or undeveloped land.",53,5,False,True,1024,1024,RGB,59681,True,False,False,True,False,True,True,
MapTrain,149,16_27.jpg,"The google map shows a network of roads and a water feature. Hickory Hill Rd runs vertically on the right side, intersecting with Ryan's Way, which curves to the left. Lons Ln branches off from Ryan's Way. A water feature is visible on the left side, running parallel to the roads.",53,4,False,True,1024,1024,RGB,50427,True,False,True,False,False,False,True,
MapTrain,150,16_271.jpg,"The google map shows a section of Robbinsville Edinburg Road running vertically. Buckley Lane intersects it from the left. Nearby, the Robbinsville Township Board of Education and Robbinsville High School are marked, located to the southwest of the intersection. The area is surrounded by green spaces, indicating parks or fields.",50,2,False,True,1024,1024,RGB,83842,True,False,False,True,True,False,True,
MapTrain,151,16_272.jpg,"The google map shows a small residential area with three streets: Erin Ct, Tanager Ln, and Jared Dr. Erin Ct is a cul-de-sac branching off Tanager Ln. Jared Dr intersects with Tanager Ln. The surrounding area is shaded green, indicating a possible park or wooded area.",48,5,False,True,1024,1024,RGB,42355,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,152,16_273.jpg,"The google map shows a section of Cedarville Road running vertically. A small waterway is visible to the left, flowing diagonally from the top left to the bottom center. There are a couple of small blue areas indicating bodies of water near the road. The surrounding area is shaded in light green, suggesting open or undeveloped land.",57,1,False,True,1024,1024,RGB,44767,True,False,True,True,False,False,True,
MapTrain,153,16_274.jpg,"The google map shows a light green area with a road running diagonally from the bottom left to the top right. Along the road, there are two labeled points: ""Solutions Workshop Body Shop"" and ""BTM Landscape Contractors Tw."" A blue line, possibly representing a water feature, runs parallel to the road on the left side.",55,2,False,True,1024,1024,RGB,65238,True,False,True,True,False,True,True,
MapTrain,154,16_275.jpg,"The google map shows a section of Thompson Grove Road running vertically. Serenity Place intersects Thompson Grove Road from the west, while Apple Blossom Lane intersects from the east. The area appears to be surrounded by a light green background, indicating a possible rural or suburban setting. There is a small blue icon in the bottom left corner, which typically represents a point of interest or location marker.",68,3,False,True,1024,1024,RGB,49413,True,True,False,True,True,False,True,
MapTrain,155,16_276.jpg,"The google map shows a curved road labeled ""Desai Ct"" that loops around and connects back to itself. There are no other visible geographic entities or landmarks on the map. The surrounding area appears to be open space or undeveloped land.",41,2,False,True,1024,1024,RGB,46473,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,156,16_277.jpg,"The google map shows a section of a road network. Buckalew Road runs vertically, intersecting with Mackenzie Court and Desai Court at the top. Ginesi Drive branches off Buckalew Road towards the right. The area appears to be a residential or suburban setting, with roads laid out in a grid-like pattern.",52,5,False,True,1024,1024,RGB,48496,True,False,False,False,False,False,True,
MapTrain,157,16_278.jpg,"The google map shows a section with two labeled roads: Mackenzie Ct and Brickyard Rd. Mackenzie Ct is positioned at the top, running horizontally, while Brickyard Rd is at the bottom, also running horizontally. There is an oval-shaped loop connecting to Brickyard Rd, located towards the right side of the map. The area appears to be primarily green, indicating open space or undeveloped land.",65,4,False,True,1024,1024,RGB,40579,True,False,False,True,False,True,True,
MapTrain,158,16_280.jpg,"The google map shows a section of Swarley Road, with two marked locations: ""Outdoor Xtreme Hatfield Paintball and Airsoft"" and ""Keystone Sports Training - Keystone Sportsplex."" These locations are situated near each other, with the sports training facility positioned slightly southwest of the paintball and airsoft area. The map includes a few local roads branching off from Swarley Road.",58,4,False,True,1024,1024,RGB,86412,True,False,False,False,True,False,False,no_direction_or_relation
MapTrain,159,16_281.jpg,"The google map shows a light green area with two small blue bodies of water, indicating lakes or ponds. There are several thin, gray lines representing roads or paths. One road is labeled ""Trisha."" The map has a simple layout with minimal detail.",43,1,False,True,1024,1024,RGB,31989,True,False,True,True,False,True,False,no_direction_or_relation
MapTrain,160,16_282.jpg,"The google map shows a section of Windsor Road running horizontally. The area above the road is shaded in light green, indicating a different type of land use or geographic feature compared to the area below, which is shaded in light gray.",42,1,False,True,1024,1024,RGB,29489,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,161,16_285.jpg,"The google map shows a section with two roads, Springer Rd and Kriebel Rd, intersecting at an angle. There is a waterway running parallel to Kriebel Rd. The area is predominantly green, indicating open or undeveloped land.",37,3,False,True,1024,1024,RGB,52063,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,162,16_286.jpg,"The google map shows a body of water labeled ""Bradford Reservoir"" running vertically. To the right of the reservoir, there is a residential area with a road labeled ""Phillips Ave."" The surrounding area is shaded in light green, indicating land or vegetation.",42,4,False,True,1024,1024,RGB,51880,True,False,True,True,False,True,True,
MapTrain,163,16_287.jpg,"The google map shows a rural area with a road labeled ""Temperance Ln"" running diagonally from the top left to the bottom right. There is a location marked as ""Rook Farms"" near the road. The surrounding area is predominantly green, indicating open land or fields. There are a few smaller, unnamed roads branching off from Temperance Ln.",57,4,False,True,1024,1024,RGB,37884,True,False,False,True,False,True,True,
MapTrain,164,16_288.jpg,"The google map shows a section of Twining Ford Road running horizontally across the image. The surrounding area is shaded green, indicating a possible park or forested region. There are no other visible geographic entities or landmarks.",37,1,False,True,1024,1024,RGB,36093,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,165,16_289.jpg,"The google map shows a section of Lower Mountain Road running diagonally from the northwest to the southeast. The surrounding area is predominantly green, indicating open or undeveloped land. There is a small, curved road branching off from Lower Mountain Road towards the southwest.",44,2,False,True,1024,1024,RGB,34662,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,166,16_29.jpg,"The google map shows a body of water on the left side, with irregular shoreline features. To the right, there are three roads: Willow Ave, Lanes Pond Rd, and Laurel Pl. Willow Ave and Lanes Pond Rd run parallel in a north-south direction, while Laurel Pl branches off Willow Ave towards the water. The area is surrounded by green, indicating land or possibly parkland.",65,5,False,True,1024,1024,RGB,57726,True,False,True,True,False,False,True,
MapTrain,167,16_290.jpg,"The google map shows a section of a road labeled ""630"" running vertically. Moonshot Farm is located along this road. To the southwest, there is the Amazing Grace Church Assembly of God. The area appears to be rural, with a few intersecting roads.",43,1,False,True,1024,1024,RGB,62114,True,False,False,True,True,True,False,no_direction_or_relation
MapTrain,168,16_292.jpg,"The google map shows an area with a road labeled ""Creek Rd"" running diagonally from the bottom left to the top right. There is a small body of water, possibly a pond or lake, near the center. A creek or stream flows from the bottom left towards the pond. The surrounding area is shaded green, indicating a natural or park area.",61,2,False,True,1024,1024,RGB,51107,True,False,True,True,False,True,True,
MapTrain,169,16_295.jpg,"The google map shows a network of roads and a waterway. Stonehurst Blvd runs vertically through the center. Hampton Dr intersects Stonehurst Blvd from the northwest, while Windsor Dr intersects from the northeast. Oxford Dr is located to the southwest, connecting with Stonehurst Blvd. A blue line, representing a waterway, runs diagonally from the northeast to the southwest, crossing Stonehurst Blvd.",61,3,False,True,1024,1024,RGB,64995,True,False,False,False,False,False,False,no_direction_or_relation
MapTrain,170,16_296.jpg,"The google map shows a section of a road network. Heffner Road runs diagonally from the southwest to the northeast. Harnett Lane intersects Heffner Road and extends northward, while Llewellyn Lane branches off from Harnett Lane to the east. The area surrounding the roads is primarily open space, with some green areas indicating vegetation or parkland in the southern part of the map.",63,5,False,True,1024,1024,RGB,52921,True,False,False,True,False,False,True,
MapTrain,171,16_297.jpg,"The google map shows a section of Graterford Road running diagonally from the top left to the bottom right. Two creeks, Lodal Creek and Landis Creek, are depicted in blue. Lodal Creek runs parallel to Graterford Road, while Landis Creek branches off from Lodal Creek towards the bottom left. The background is a light green, indicating land or vegetation.",59,7,False,True,1024,1024,RGB,61048,True,False,True,True,False,False,True,
MapTrain,172,16_298.jpg,"The google map shows a section where Jericho Creek crosses Pineville Road. Jericho Creek runs in a generally east-west direction, while Pineville Road runs horizontally across the map. There is an intersecting road that crosses Pineville Road vertically near the creek. The area is depicted with a light green background, indicating land.",53,4,False,True,1024,1024,RGB,42884,True,False,True,True,False,False,True,
MapTrain,173,16_299.jpg,"The google map shows a section of Newtown, featuring Newtown Cemetery, which is centrally located and marked by a green area. The cemetery is bordered by S Elm Ave to the west and Penn St to the south. A location labeled ""Smile Shop Newtown"" is situated to the north of the cemetery. The map includes a grid of streets surrounding the cemetery, indicating an urban layout.",66,3,False,True,1024,1024,RGB,89877,True,False,False,True,False,True,True,
MapTrain,174,16_3.jpg,"The google map shows a green area labeled ""Outlook,"" indicating a park or natural area. There are several dashed lines, likely representing trails or paths, intersecting the area. A small blue shape suggests the presence of a pond or small body of water in the upper right section. The surrounding area is predominantly green, indicating vegetation or forested land.",59,1,False,True,1024,1024,RGB,49396,False,False,True,True,False,True,True,
MapTrain,175,16_300.jpg,"The google map shows a section of land with a road labeled ""Highland Rd"" running vertically. There is a blue line indicating a waterway in the upper left corner, running diagonally. The background is green, suggesting a natural or rural area.",41,2,False,True,1024,1024,RGB,35989,True,True,False,True,False,True,True,
MapTrain,176,16_301.jpg,"The google map shows a section of a road network with two main roads: Gordon Road running vertically and Nurko Road running horizontally. There is a small waterway or stream depicted in blue in the lower right corner. The area is primarily green, indicating open or undeveloped land.",48,2,False,True,1024,1024,RGB,37782,True,True,True,True,False,False,True,
MapTrain,177,16_302.jpg,"The google map shows a section of ""Creek Rd"" running diagonally from the bottom left to the top right. There is a blue waterway parallel to the road on the left side. Several smaller roads intersect with Creek Rd. The background is a light green color, indicating land or vegetation.",50,3,False,True,1024,1024,RGB,46770,True,True,True,True,False,False,True,
MapTrain,178,16_303.jpg,"The google map shows two roads: Graham Place and Chadwick Road. Graham Place intersects with Chadwick Road, which runs vertically. The surrounding area is shaded green, indicating open space or vegetation.",31,2,False,True,1024,1024,RGB,33675,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,179,16_304.jpg,"The google map shows a section of Halls Mill Road running horizontally. Burkes Creek is depicted as a blue line, flowing diagonally from the northeast to the southwest. There are additional blue water features to the west of Burkes Creek. The area is labeled with a point of interest named ""Aim To Drain."" The map background is light green, indicating a natural or undeveloped area.",65,4,False,True,1024,1024,RGB,69353,True,False,True,True,False,True,True,
MapTrain,180,16_306.jpg,"The google map shows a section of a road network with two roads labeled ""Kerr Rd"" and ""Coventry Way."" Kerr Rd runs in a generally north-south direction, while Coventry Way branches off from it. The area is labeled ""Kibler Meadows,"" and there is a green icon indicating a park or natural area. A blue line suggests the presence of a water feature, such as a stream, in the northwest corner. The surrounding area is shaded green, indicating a natural or undeveloped region.",83,7,False,True,1024,1024,RGB,53949,True,True,True,True,True,True,True,
MapTrain,181,16_309.jpg,"The google map shows the location of the Newtown Athletic Club, marked with a green pin. It is situated near a road labeled ""332"" at the bottom of the map. The surrounding area is shaded in green, indicating open or recreational space. There are several light gray lines representing roads or pathways in the vicinity.",55,1,False,True,1024,1024,RGB,62012,True,False,False,True,False,True,True,
MapTrain,182,16_31.jpg,"The google map shows a section of the Schuylkill River, depicted in blue, flowing horizontally across the image. The surrounding area is shaded in light green, indicating land. There are no additional geographic entities or labels visible in this section of the map.",43,1,True,True,1024,1024,RGB,42526,False,False,True,True,False,False,False,no_direction_or_relation;generic_no_feature_claim
MapTrain,183,16_310.jpg,"The google map shows a section of Reed Road running vertically. To the left of Reed Road is a location marked as ""Eagle Janitorial Services."" Below it, also to the left, is an area labeled ""Heritage Preserve."" The map features a light green background, indicating a natural or undeveloped area, and a small blue shape, possibly representing a body of water, is visible to the right of Reed Road.",69,5,False,True,1024,1024,RGB,64052,True,False,True,True,False,True,True,
MapTrain,184,16_311.jpg,"The google map shows a small area with several streets and labeled locations. Cypress Lane runs horizontally at the top, while Chester Avenue and Elkton Avenue run vertically. Two businesses are marked: ""Five Star Landscape Solutions"" near Cypress Lane and ""Superior Mobile Services"" near Elkton Avenue. The map includes some green areas, indicating parks or open spaces.",57,7,False,True,1024,1024,RGB,84902,True,False,False,True,False,True,True,
MapTrain,185,16_312.jpg,"The google map shows a section of a neighborhood with several streets. Cypress Lane runs horizontally across the map. Hobbs Road intersects Cypress Lane vertically. Angelique Court and Grant Court branch off from Hobbs Road. The Hamilton Township Senior Citizens center is located along Cypress Lane. The surrounding area is shaded in green, indicating a possible park or wooded area.",60,7,False,True,1024,1024,RGB,67117,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,186,16_313.jpg,"The google map shows a light green area with a blue line running diagonally, representing a river or stream. There is a marked location labeled ""Viho Farms"" near the bottom left. A thin gray line, likely a road or path, intersects the area near the labeled location. The map is oriented with north at the top.",56,1,False,True,1024,1024,RGB,40816,True,False,True,True,False,True,True,
MapTrain,187,16_318.jpg,"The google map shows a section of Country Club Road running diagonally from the top right to the bottom left. Near the bottom left, there is a location marked as ""Superior Automotive 24 Hour Towing."" The surrounding area is shaded in green, indicating a likely open or undeveloped space.",49,2,False,True,1024,1024,RGB,56239,True,False,False,True,False,False,True,
MapTrain,188,16_319.jpg,"The google map shows a location marked as ""Greene, Tweed & Co (Landsdale)"" near S Broad St. There is a light blue line indicating a waterway running diagonally from the top left to the bottom right. The area around the location is shaded in light green, suggesting a park or open space. Several roads are visible, with S Broad St running vertically.",61,3,False,True,1024,1024,RGB,71151,True,False,False,True,False,False,True,
MapTrain,189,16_32.jpg,"The google map shows a light green area with a blue water feature labeled ""Slope Brook"" running horizontally. There is a path labeled ""Yearling Path"" curving in the upper left corner. The map includes a light blue area indicating another water feature in the upper right. The background is primarily light green, suggesting a natural or park area.",58,2,False,True,1024,1024,RGB,37626,False,True,True,True,False,True,True,
MapTrain,190,16_320.jpg,"The google map shows a section of a road network with a highway labeled as Route 202. There are two marked locations: ""Wawa"" and ""Bacco Italian,"" both indicated with dining icons. ""Top Peak Roofing"" is also labeled nearby. The map features a green background, suggesting a non-urban area.",49,3,False,True,1024,1024,RGB,77065,True,False,False,True,False,True,True,
MapTrain,191,16_321.jpg,"The google map shows a section of Quakerbridge Road, which runs vertically through the image. There are several intersecting roads and pathways. In the top left corner, there is a highway interchange with curved ramps. The surrounding area appears to be open space or undeveloped land.",46,1,False,True,1024,1024,RGB,57738,True,True,False,True,False,False,True,
MapTrain,192,16_322.jpg,"The google map shows a network of roads with Lawrence Dr labeled. The roads intersect and form a grid-like pattern. The area is shaded in light green, indicating a possible park or open space. There are no additional geographic entities or landmarks labeled.",44,1,True,True,1024,1024,RGB,42814,True,True,False,True,False,True,False,generic_no_feature_claim
MapTrain,193,16_323.jpg,"The google map shows a section of an area with two main geographic entities labeled: ""Joseph A. Fluehr III Funeral Home Inc"" and ""Varsity Field."" Holland Road runs vertically through the center of the map, intersecting with a horizontal road. The funeral home is located near the intersection, while Varsity Field is situated to the southeast. The surrounding area is shaded in green, indicating open or undeveloped land.",68,3,False,True,1024,1024,RGB,68389,True,False,False,True,False,True,True,
MapTrain,194,16_326.jpg,"The google map shows a light green area with a blue line labeled ""Pond Run,"" indicating a waterway running horizontally across the map. There are also faint gray lines suggesting roads or paths in the lower left corner. The surrounding area is mostly open space.",45,1,False,True,1024,1024,RGB,32269,False,True,True,True,False,True,True,
MapTrain,195,16_327.jpg,"The google map shows a section of Woodside Road running vertically. There is a small waterway crossing the road horizontally near the bottom of the image. The surrounding area is shaded in light green, indicating a natural or undeveloped area.",40,1,False,True,1024,1024,RGB,41729,True,False,False,True,False,False,True,
MapTrain,196,16_328.jpg,"The google map shows a section of Assunpink Creek, which flows horizontally across the image. The surrounding area is primarily green, indicating vegetation or open land. There are a few thin, gray lines representing roads or paths intersecting near the creek. A small blue area in the upper right corner suggests a body of water, such as a pond or lake.",61,1,False,True,1024,1024,RGB,38513,False,True,True,True,False,False,True,
MapTrain,197,16_329.jpg,"The google map shows Assunpink Lake, depicted in blue, indicating a body of water. The surrounding area is shaded in light green, suggesting land. The lake has an irregular shape with several inlets and extensions.",35,1,False,True,1024,1024,RGB,33237,False,False,True,True,False,False,False,no_direction_or_relation
MapTrain,198,16_33.jpg,"The google map shows a section of Tomlinson Road running diagonally from the southwest to the northeast. There are a few intersecting roads branching off from Tomlinson Road towards the north. The surrounding area is shaded in green, indicating a likely natural or undeveloped area.",45,2,False,True,1024,1024,RGB,37284,True,False,False,True,False,False,True,
MapTrain,199,16_331.jpg,"The google map shows a road labeled ""Carriage Way"" running diagonally across the image. The surrounding area is shaded in green, indicating a natural or park area. There are no additional geographic entities or labels visible.",36,2,True,True,1024,1024,RGB,28913,True,False,False,True,False,True,False,no_direction_or_relation;generic_no_feature_claim
MapTrain,200,16_332.jpg,"The google map shows a section of Gravel Hill Road running vertically on the right side. A horizontal road intersects it near the bottom. There is a body of water on the left side, with a narrow waterway extending from it. The surrounding area is shaded green, indicating land or vegetation.",51,1,False,True,1024,1024,RGB,37735,True,False,True,True,False,False,True,
MapTrain,201,16_333.jpg,"The google map shows a location labeled ""Brookline Kennels"" situated near a road. A blue line, likely representing a waterway, runs diagonally across the map. Vassar Drive is another road intersecting with the main road near the top right corner. The area below the road is shaded green, possibly indicating a park or forested area.",55,2,False,True,1024,1024,RGB,51035,True,True,False,True,False,True,True,
MapTrain,202,16_334.jpg,"The google map shows a section of a neighborhood with several roads, including Iron Bridge Road, Fordham Place, and Wellesley Way. Yale Drive is also visible. The Freehold Montessori School is marked on the map. There is a green area indicating a park or open space near the school. The roads form a network around the school and green area.",60,2,False,True,1024,1024,RGB,78152,True,False,False,True,True,False,False,no_direction_or_relation
MapTrain,203,16_335.jpg,"The google map shows a light blue line representing Dove Creek running vertically through a light green background, indicating a natural area. The creek appears to flow from the top left to the bottom right of the map.",38,1,False,True,1024,1024,RGB,30358,False,False,True,True,False,False,True,
MapTrain,204,16_336.jpg,"The google map shows a light green area with a blue line labeled ""Heron Creek"" running horizontally across the upper portion. There is a small blue shape resembling a pond or lake in the lower right corner. Light purple lines, possibly representing roads or paths, are visible in the lower left section.",52,2,False,True,1024,1024,RGB,42228,False,True,True,True,False,True,True,
MapTrain,205,16_337.jpg,"The google map shows a section of an area with two labeled roads: Roversford Rd and Bellemeade Dr. Roversford Rd runs vertically, while Bellemeade Dr intersects it at an angle. The surrounding area is shaded green, indicating a possible park or forested region. The roads are depicted in light gray, suggesting they are secondary or local roads.",57,3,False,True,1024,1024,RGB,44803,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,206,16_338.jpg,"The google map shows a section of an area with Greenwood Ave running vertically through the center. Knoll Dr branches off to the left. There are blue lines indicating water features, such as streams or small rivers, crossing the area. Light green areas likely represent open spaces or vegetation.",49,2,False,True,1024,1024,RGB,50049,True,False,True,True,False,False,True,
MapTrain,207,16_34.jpg,"The google map shows a location labeled ""NRG Studios"" situated near a road named ""Chukker Cove."" The area appears to be surrounded by a light green background, possibly indicating a park or undeveloped land. The road forms a loop near the studio.",42,2,False,True,1024,1024,RGB,42837,True,False,False,True,False,True,False,no_direction_or_relation
MapTrain,208,16_342.jpg,"The google map shows a location labeled ""Giordano Landscaping."" There is a road running diagonally from the bottom left to the top right. A smaller road or path branches off towards the labeled location. A blue line, possibly representing a water feature, runs parallel to the main road. The surrounding area is shaded green, indicating vegetation or open space.",59,1,False,True,1024,1024,RGB,49134,True,False,True,True,False,True,True,
MapTrain,209,16_343.jpg,"The google map shows a section of a road network with two labeled roads, both named Vestry Dr. One road curves to form a loop, while the other extends straight and intersects with the loop. There is a blue line indicating a water feature, such as a stream, running near the roads. The surrounding area is shaded in light green, suggesting open or undeveloped land.",65,1,False,True,1024,1024,RGB,43490,True,False,True,True,False,True,False,no_direction_or_relation
MapTrain,210,16_345.jpg,"The google map shows a section of a road network. Delmont Ave runs diagonally from the bottom left to the top right. Nevarc Rd intersects with Delmont Ave, running horizontally. Hermans Trailers is marked near the intersection of these roads. Clubhouse Ln is visible in the lower right corner, running parallel to Nevarc Rd.",54,5,False,True,1024,1024,RGB,81029,True,True,False,False,False,False,True,
MapTrain,211,16_346.jpg,"The google map shows a network of roads in a residential area. Key roads include Christ's Home Drive and Resurrection Drive, which intersect. Fairway Drive is visible to the west. A major road, labeled 132, runs horizontally across the top of the map. There is a green area, possibly a park or wooded region, located north of road 132.",60,3,False,True,1024,1024,RGB,59759,True,True,False,True,False,True,True,
MapTrain,212,16_348.jpg,"The google map shows a location labeled ""Corkum Tree Farm."" There are light blue lines indicating roads or pathways surrounding the area. The map is minimalistic, with no additional geographic features or landmarks visible.",34,1,True,True,1024,1024,RGB,49330,False,False,False,False,False,True,False,no_direction_or_relation;generic_no_feature_claim
MapTrain,213,16_349.jpg,"The google map shows a section of Mt Airy Rd running diagonally from the bottom left to the top right. The surrounding area is shaded in light green, indicating a possible park or forested region. There are no additional geographic entities or labels visible on this map section.",48,1,True,True,1024,1024,RGB,39033,True,False,False,True,False,False,True,generic_no_feature_claim
MapTrain,214,16_35.jpg,"The google map shows an area labeled ""Money Island."" A blue line, likely representing a waterway, runs vertically through the map. The surrounding area is shaded in light green, indicating land. The map is simple, with no additional geographic features or labels visible.",43,1,True,True,1024,1024,RGB,44506,False,False,False,True,False,True,False,no_direction_or_relation;generic_no_feature_claim
MapTrain,215,16_350.jpg,"The google map shows a section of Federal Road with two marked locations: ""Gasko's Family Farm and Greenhouses"" and ""John Gasko and Son."" The road runs horizontally across the map, and the area surrounding the road appears to be green, indicating vegetation or open space. There are icons indicating specific points of interest along the road.",57,3,False,True,1024,1024,RGB,70505,True,False,False,True,False,False,False,no_direction_or_relation
MapTrain,216,16_351.jpg,"The google map shows a section of Manalapan Brook, which flows in a generally north-south direction. The brook is depicted in blue, indicating a waterway. The surrounding area is shaded in light green, suggesting land or vegetation. There are a few smaller blue areas nearby, possibly indicating ponds or smaller bodies of water. A road is visible in the upper left corner, crossing over the brook.",67,0,False,True,1024,1024,RGB,60937,True,True,True,True,False,False,True,no_named_feature
MapTrain,217,16_353.jpg,"The google map shows a network of roads, including Stony Hill Road, which runs diagonally from the southwest to the northeast. Hidden Oaks Drive intersects Stony Hill Road from the north, while Bluestone Drive intersects from the south. There is a green area, possibly a park or open space, located to the northwest of the intersection of Stony Hill Road and Bluestone Drive. Several smaller roads branch off from these main roads.",72,6,False,True,1024,1024,RGB,66867,True,False,False,True,False,False,True,
